Emotion,Token,Frequency
neutral,edle,1
neutral,tautropfen,1
neutral,benetzte,2
neutral,berückende,1
neutral,zuwider,1
neutral,künstlichen,2
neutral,dingen,3
neutral,fühlt,3
neutral,angezogen,2
neutral,entschluss,4
neutral,verkleiden,1
neutral,vorzusprechen,1
neutral,schweinestall,2
neutral,o,29
neutral,…,1
neutral,küchen,2
neutral,gekocht,3
neutral,hofnarren,1
neutral,hick,2
neutral,ehrlichherz,4
neutral,verbündeter,1
neutral,angebliche,2
neutral,rosenmund,8
neutral,widerstrebend,1
neutral,gewährt,2
neutral,hofdamen,17
neutral,ausprobieren,1
neutral,nächstes,1
neutral,knarre,2
neutral,schönsten,10
neutral,erklingen,2
neutral,vollständig,2
neutral,eingelöst,1
neutral,tritt,3
neutral,erlegt,1
neutral,strafe,2
neutral,klopft,2
neutral,regnerischen,1
neutral,hübsche,2
neutral,schlosstor,1
neutral,durchnässt,3
neutral,ersinnt,1
neutral,oberhofmeisterin,4
neutral,herauszufinden,1
neutral,decken,6
neutral,kissen,7
neutral,gestapelt,1
neutral,darunter,3
neutral,platziert,1
neutral,beschwert,1
neutral,hartem,2
neutral,gelegen,3
neutral,herkunft,1
neutral,erbracht,1
neutral,empfindlich,1
neutral,wirkliche,7
neutral,fridolin,2
neutral,frozen,2
neutral,eiskönigin,2
neutral,völlig,4
neutral,unverfroren,2
neutral,achtjährige,1
neutral,arendelle,12
neutral,besitzt,4
neutral,zauberkräfte,1
neutral,lage,2
neutral,frost,3
neutral,erzeugen,1
neutral,erzeugtem,1
neutral,unabsichtlich,1
neutral,fünfjährige,1
neutral,anna,33
neutral,königspaar,1
neutral,ersucht,1
neutral,felsbrocken,1
neutral,getarnte,1
neutral,trolle,1
neutral,häuptling,1
neutral,grand,3
neutral,pabbie,3
neutral,heilen,2
neutral,sicherheitshalber,1
neutral,erinnerung,7
neutral,kräfte,5
neutral,erwähnt,1
neutral,gefährlich,2
neutral,lernen,6
neutral,kontrollieren,2
neutral,deutet,2
neutral,ausgeht,2
neutral,schaffe,1
neutral,fähigkeiten,2
neutral,geheim,1
neutral,halten,14
neutral,königsfamilie,1
neutral,verbringt,1
neutral,meiste,1
neutral,entsteht,1
neutral,spalt,2
neutral,standen,38
neutral,21,1
neutral,bereiten,2
neutral,anwohner,1
neutral,krönungszeremonie,2
neutral,würdenträgern,1
neutral,herzog,2
neutral,pitzbühl,4
neutral,benachbarten,1
neutral,profit,1
neutral,ausschöpfen,1
neutral,aufgeregt,1
neutral,schlosstore,1
neutral,öffnen,3
neutral,herrschenden,1
neutral,einsamkeit,3
neutral,leidende,1
neutral,18,1
neutral,singend,2
neutral,attraktiven,1
neutral,südlichen,2
neutral,inseln,2
neutral,anfangs,3
neutral,zwischenfälle,1
neutral,einander,30
neutral,nähern,1
neutral,heiratsantrag,1
neutral,annimmt,1
neutral,argument,1
neutral,kenne,2
neutral,beschwört,2
neutral,riesigen,2
neutral,eispalast,7
neutral,bereitet,1
neutral,einsames,1
neutral,erweckt,2
neutral,nichtsahnend,1
neutral,schneemann,2
neutral,gemeinsamen,4
neutral,olaf,7
neutral,abreise,1
neutral,führung,1
neutral,oakens,1
neutral,berghütte,1
neutral,warme,6
neutral,bekleidung,1
neutral,besorgt,1
neutral,eislieferanten,4
neutral,kristoff,14
neutral,sven,2
neutral,überreden,2
neutral,nordberg,1
neutral,rückkehr,2
neutral,verletzen,3
neutral,hartnäckig,2
neutral,unverletzt,1
neutral,erscheinenden,1
neutral,fortgeht,1
neutral,riesiges,1
neutral,schneeungeheuer,1
neutral,hinauswirft,1
neutral,annas,1
neutral,haare,6
neutral,silbrig-weiß,1
neutral,färben,1
neutral,adoptivfamilie,1
neutral,trollen,2
neutral,akt,1
neutral,gefrorenes,2
neutral,auftauen,1
neutral,ansonsten,1
neutral,erfrieren,3
neutral,eisstatue,2
neutral,glauben,12
neutral,seinerseits,2
neutral,männern,1
neutral,pitzbühls,1
neutral,stürmen,1
neutral,versuchen,2
neutral,wehrt,1
neutral,erfolgreich,1
neutral,herabstürzendem,1
neutral,begraben,6
neutral,bewusstsein,1
neutral,verlies,4
neutral,sperren,1
neutral,verfügt,1
neutral,kaminzimmer,1
neutral,wirklichen,4
neutral,absichten,1
neutral,zwölf,4
neutral,chancenlos,1
neutral,thron,13
neutral,besteigen,1
neutral,löscht,1
neutral,überlässt,1
neutral,thronsaal,1
neutral,anwesenden,1
neutral,starb,3
neutral,eheversprechen,1
neutral,gegeben,10
neutral,befugt,1
neutral,beschuldigt,1
neutral,verantwortlich,2
neutral,hochverrates,1
neutral,vollstrecken,1
neutral,schneesturm,1
neutral,gefühlslage,2
neutral,auslöst,1
neutral,zugefrorenen,3
neutral,fjord,4
neutral,enthüllt,1
neutral,rauen,1
neutral,schale,2
neutral,schuld,5
neutral,verstorben,1
neutral,veränderten,1
neutral,hinterrücks,1
neutral,ermorden,1
neutral,letzter,4
neutral,schützend,1
neutral,erstarrt,4
neutral,schlüssel,7
neutral,kontrolle,2
neutral,verbannen,1
neutral,persönliches,1
neutral,mikroklima,1
neutral,schneewolke,2
neutral,warmen,21
neutral,übersteht,1
neutral,geschickt,3
neutral,bestrafung,1
neutral,zeiten,4
neutral,schließen,5
neutral,offiziellen,2
neutral,film,2
neutral,endet,4
neutral,eislaufen,1
neutral,kreierten,1
neutral,eisdecke,2
neutral,schlosshof,1
neutral,söhne,4
neutral,verschwundenen,1
neutral,wort,29
neutral,gerücht,1
neutral,gestreut,1
neutral,schweigt,1
neutral,webt,1
neutral,brennesselhemden,1
neutral,schwanenbrüdern,1
neutral,ignorieren,1
neutral,laternensockel,1
neutral,laternenanzünder,5
neutral,heruntergehoben,1
neutral,hinterhof,2
neutral,friert,4
neutral,entzündet,3
neutral,zögern,1
neutral,schein,4
neutral,lichts,1
neutral,wärmen,2
neutral,streichholz,11
neutral,zweite,9
neutral,entzündete,1
neutral,holz,3
neutral,reichgedeckten,1
neutral,tafel,3
neutral,imagination,1
neutral,schlittenfahrt,1
neutral,herrschaftlichen,2
neutral,villa,2
neutral,verbliebenen,1
neutral,fantasie,1
neutral,großmütterliche,1
neutral,reichgeschmückten,1
neutral,weihnachtsbaum,3
neutral,lichter,7
neutral,baums,1
neutral,erfrorene,2
neutral,geist,6
neutral,unheil,3
neutral,bosheit,4
neutral,machtgier,1
neutral,hinlänglich,1
neutral,bekannte,2
neutral,erben,3
neutral,existiert,1
neutral,testament,1
neutral,vorsieht,1
neutral,70.,1
neutral,abdanken,1
neutral,freizumachen,1
neutral,thronbesteigung,1
neutral,verheiratet,3
neutral,gesuchten,1
neutral,zuge,2
neutral,verbleibt,1
neutral,hofjunker,5
neutral,auszuschalten,1
neutral,barmherzigen,1
neutral,elternlose,1
neutral,zimmermann,3
neutral,leiterwagen,2
neutral,angetan,1
neutral,hofhauptmann,1
neutral,aufgewachsen,1
neutral,nachfragt,1
neutral,schmuck,2
neutral,verneint,1
neutral,barmherzige,2
neutral,leichtes,2
neutral,kopfschütteln,2
neutral,gelegenheit,4
neutral,aufsuchen,1
neutral,bettchen,1
neutral,eigene,9
neutral,betten,3
neutral,zimmern,3
neutral,freudestrahlend,1
neutral,wegzulaufen,1
neutral,mitteilen,1
neutral,heran,3
neutral,umhang,2
neutral,eigentum,2
neutral,wahrscheinlich,6
neutral,moor,6
neutral,versunken,4
neutral,zufällig,4
neutral,geglückten,1
neutral,unmöglich,3
neutral,eilen,2
neutral,sperrt,1
neutral,waisenkinder,2
neutral,entwenden,1
neutral,tut,6
neutral,misstrauen,2
neutral,schüren,2
neutral,prüfen,1
neutral,berg,6
neutral,unzähligen,5
neutral,hindurch,12
neutral,spüren,2
neutral,gespürt,1
neutral,wutentbrannt,1
neutral,zetert,1
neutral,nützt,2
neutral,the,6
neutral,red,4
neutral,shoes,4
neutral,sun-jae,5
neutral,herausfindet,1
neutral,betrügt,1
neutral,han,1
neutral,tae-soo,3
neutral,heruntergekommenes,1
neutral,apartment,3
neutral,goksung,1
neutral,station,1
neutral,u-bahn,1
neutral,merkwürdige,1
neutral,anziehungskraft,1
neutral,besessenheit,2
neutral,entwickeln,1
neutral,vermehrt,1
neutral,seltsam,2
neutral,benehmen,2
neutral,eifersucht,2
neutral,habgier,2
neutral,treten,4
neutral,umwelt,1
neutral,hintergründe,1
neutral,geheimnisvollen,1
neutral,schützen,2
neutral,cho,2
neutral,in-cheol,2
neutral,modell,1
neutral,werbeplakat,2
neutral,studentin,2
neutral,umgebracht,1
neutral,betrogen,1
neutral,anspricht,1
neutral,zeichnung,1
neutral,darstellt,1
neutral,weggenommen,1
neutral,verfolgt,3
neutral,gleis,1
neutral,nahegelegenen,1
neutral,u-bahn-station,1
neutral,dicht,20
neutral,kante,2
neutral,plattform,1
neutral,einfahrenden,1
neutral,zug,4
neutral,gleisbett,1
neutral,gezogen,5
neutral,sun-jaes,1
neutral,schuhen,9
neutral,ging,126
neutral,mehrere,4
neutral,personen,3
neutral,umbrachte,1
neutral,ballett,11
neutral,lermontov,19
neutral,royal,1
neutral,opera,1
neutral,house,1
neutral,tänzerin,5
neutral,vicki,10
neutral,publikum,1
neutral,anwesend,2
neutral,beeindruckt,1
neutral,veranstaltet,1
neutral,vickis,2
neutral,tante,9
neutral,party,1
neutral,boris,2
neutral,menschenscheue,1
neutral,perfektionistische,1
neutral,manager,1
neutral,balletts,4
neutral,musikstudenten,1
neutral,julian,15
neutral,craster,4
neutral,professor,3
neutral,lermontovs,1
neutral,kompositionen,2
neutral,plagiiert,1
neutral,klavier,1
neutral,engagiert,2
neutral,korrepetitor,1
neutral,musikalischen,1
neutral,leiter,2
neutral,livy,1
neutral,wichtigen,1
neutral,mitgliedern,1
neutral,bühnenbildner,1
neutral,sergei,1
neutral,ratov,1
neutral,choreograph,1
neutral,grischa,1
neutral,ljubov,1
neutral,haupttänzer,1
neutral,ivan,1
neutral,irina,3
neutral,ensemble,2
neutral,herauszuragen,1
neutral,produktion,1
neutral,schwanensee,1
neutral,paris,1
neutral,monte,3
neutral,carlo,3
neutral,bisherige,1
neutral,haupttänzerin,1
neutral,aussteigt,1
neutral,quittiert,1
neutral,verachtung,1
neutral,enttäuschung,1
neutral,star,1
neutral,potenzial,1
neutral,titelrolle,1
neutral,komponiert,1
neutral,basiert,1
neutral,gleichnamigen,1
neutral,christian,2
neutral,andersen,2
neutral,aufhören,1
neutral,verlieben,2
neutral,proben,3
neutral,stück,21
neutral,aufführung,3
neutral,erfolg,2
neutral,untersagt,1
neutral,liaison,1
neutral,konzentrieren,1
neutral,etwa,2
neutral,reist,2
neutral,wütende,1
neutral,ausstieg,1
neutral,repertoire,1
neutral,genommen,11
neutral,getanzt,5
neutral,überzeugt,3
neutral,magisch,1
neutral,balkon,2
neutral,bahnhof,1
neutral,herbei,5
neutral,bitte,2
neutral,auszuziehen,2
neutral,trotz,5
neutral,stattfindet,1
neutral,erschüttert,1
neutral,wirkenden,1
neutral,angekündigt,1
neutral,scheinwerfer,2
neutral,leeren,13
neutral,besetzen,1
neutral,little,2
neutral,match,2
neutral,girl,2
neutral,winterlichen,1
neutral,ware,1
neutral,hungrig,4
neutral,schaufenster,2
neutral,bäckers,2
neutral,ausgelacht,2
neutral,anzündet,1
neutral,wärmt,1
neutral,phantasie,2
neutral,großes,20
neutral,kaminfeuer,2
neutral,bläst,2
neutral,weswegen,1
neutral,zweites,4
neutral,ausgeblasen,1
neutral,drittes,1
neutral,letztes,3
neutral,umtanzen,1
neutral,starker,1
neutral,fegt,1
neutral,herrlichkeit,3
neutral,puppe,6
neutral,winterlandschaft,1
neutral,brennende,1
neutral,zerfließt,1
neutral,berühren,3
neutral,reglos,2
neutral,verloschenen,1
neutral,strahlt,1
neutral,schweben,2
neutral,hinauf,37
neutral,zahlreichen,1
neutral,pepolino,32
neutral,hildegard,4
neutral,pepolinos,5
neutral,großvater,7
neutral,dreizehn,2
neutral,jahren,10
neutral,schatzkarte,8
neutral,piraten-trio,2
neutral,rotbart,7
neutral,holzbein,7
neutral,glasauge,7
neutral,geschmeide,2
neutral,unermesslichem,2
neutral,wert,4
neutral,mitgift,2
neutral,saba,4
neutral,jacob,5
neutral,fische,14
neutral,fangen,4
neutral,singerei,1
neutral,hafen,5
neutral,granny,10
neutral,auslösen,1
neutral,zahlt,1
neutral,hafenmeister,2
neutral,don,6
neutral,poco,7
neutral,schlacht,2
neutral,bestritten,1
neutral,schatz,12
neutral,kapitän,6
neutral,babaluk,16
neutral,seacat,5
neutral,geschleppt,2
neutral,verweigert,1
neutral,gefecht,2
neutral,großvaters,3
neutral,gestohlen,4
neutral,zurückzuholen,3
neutral,fetzen,2
neutral,papier,6
neutral,ganzen,48
neutral,ausgelaufen,2
neutral,schiffsmannschaft,1
neutral,treuen,1
neutral,schiffsratte,2
neutral,studiert,1
neutral,entsetzt,2
neutral,gebiet,3
neutral,segeln,3
neutral,bauchnabel,2
neutral,teufels,2
neutral,lebend,1
neutral,zurückgekommen,1
neutral,unwesen,2
neutral,kapitäns,1
neutral,vertreibt,1
neutral,mora,11
neutral,entzückt,6
neutral,einholt,1
neutral,ratte,3
neutral,hinüber,3
neutral,schlafend,2
neutral,dicke,4
neutral,katze,2
neutral,babette,4
neutral,jagd,4
neutral,zurückzukommen,2
neutral,diebstahl,2
neutral,rudert,1
neutral,bräuchte,1
neutral,distanziert,1
neutral,kanone,1
neutral,beschießen,1
neutral,sinken,2
neutral,schiffbrüchig,1
neutral,aufnehmen,1
neutral,versenken,1
neutral,gegenzug,2
neutral,piratentrios,2
neutral,schatzinsel,2
neutral,folgen,3
neutral,hildegards,2
neutral,verfolger,1
neutral,kämpfen,1
neutral,tot,20
neutral,geglaubten,1
neutral,teil,8
neutral,beiträgt,1
neutral,neptun,2
neutral,erzeugt,1
neutral,springflut,2
neutral,hexenberg,2
neutral,einsturz,2
neutral,schwimmend,4
neutral,untergegangenen,1
neutral,kiste,21
neutral,schatzkiste,2
neutral,beheiztes,2
neutral,glashaus,3
neutral,gebaut,5
neutral,wachsen,6
neutral,wütend,1
neutral,verhöhnt,2
neutral,schleudert,1
neutral,kays,2
neutral,schlagartig,1
neutral,liebenswerte,1
neutral,scheibe,5
neutral,glashauses,2
neutral,blühenden,3
neutral,schneelandschaft,2
neutral,willig,2
neutral,halb,14
neutral,einkehrt,1
neutral,flussufer,1
neutral,kahn,2
neutral,blühende,1
neutral,flora,6
neutral,sommerlichen,1
neutral,herrlicher,1
neutral,blütenpracht,1
neutral,einfältige,1
neutral,pflanzensaft,2
neutral,trinken,9
neutral,vorübergehend,1
neutral,vergisst,1
neutral,länger,5
neutral,herrschaftliche,1
neutral,anwesen,1
neutral,feststellen,1
neutral,sehnsüchtigen,1
neutral,weiterziehen,2
neutral,indes,1
neutral,gefühlskalten,1
neutral,eisscherbe,2
neutral,schneidet,1
neutral,tropfen,9
neutral,blut,13
neutral,unternimmt,1
neutral,fluchtversuch,1
neutral,wegbringen,1
neutral,fürchten,3
neutral,abschlagen,2
neutral,fügen,1
neutral,wandert,1
neutral,schnees,1
neutral,entkräftet,1
neutral,lappin,8
neutral,päppelt,1
neutral,sodann,1
neutral,gestärkt,2
neutral,scherben,2
neutral,seht,6
neutral,gemacht,9
neutral,eigenschaft,1
neutral,besaß,10
neutral,spiegelte,2
neutral,zusammenschwand,1
neutral,taugte,2
neutral,schlecht,4
neutral,ausnahm,1
neutral,hervortrat,2
neutral,ärger,2
neutral,äußerst,1
neutral,belustigend,1
neutral,fuhr,21
neutral,frommer,1
neutral,gedanke,5
neutral,grinsen,1
neutral,koboldschule,2
neutral,besuchten,3
neutral,erzählten,8
neutral,wunder,2
neutral,geschehen,8
neutral,meinten,1
neutral,aussähen,1
neutral,liefen,9
neutral,gab,50
neutral,verdreht,1
neutral,erschienen,6
neutral,je,17
neutral,höher,8
neutral,flogen,23
neutral,grinste,1
neutral,konnten,29
neutral,festhalten,3
neutral,groß,34
neutral,klumpen,1
neutral,bekamen,5
neutral,spiegelscherbe,1
neutral,m,1
neutral,greulich,2
neutral,spiegelscherben,1
neutral,fensterscheiben,1
neutral,verbraucht,1
neutral,scheiben,3
neutral,betrachten,3
neutral,glasscherben,1
neutral,luft,39
neutral,knabe,11
neutral,drinnen,12
neutral,blumentöpfen,2
neutral,begnügen,1
neutral,größeren,1
neutral,blumentopf,2
neutral,besaßen,2
neutral,wohnten,5
neutral,dachkammern,1
neutral,dach,7
neutral,nachbarhauses,1
neutral,stieß,15
neutral,wasserrinne,1
neutral,entlang,3
neutral,lief,28
neutral,brauchte,5
neutral,rinne,2
neutral,schreiten,1
neutral,konnte,180
neutral,beiderseits,1
neutral,hölzernen,2
neutral,kasten,6
neutral,wuchsen,14
neutral,küchenkräuter,1
neutral,brauchten,1
neutral,rosenstock,1
neutral,quer,3
neutral,reichten,2
neutral,blumenwällen,1
neutral,erbsenranken,1
neutral,hingen,8
neutral,herunter,11
neutral,rosenstöcke,1
neutral,schossen,5
neutral,zweige,12
neutral,rankten,2
neutral,bogen,6
neutral,sah,148
neutral,ehrenpforte,1
neutral,blättern,8
neutral,wußten,7
neutral,hinaufkriechen,1
neutral,durften,7
neutral,zueinander,3
neutral,erhielten,7
neutral,erlaubnis,9
neutral,hinauszusteigen,1
neutral,schemeln,1
neutral,spielten,9
neutral,zugefroren,1
neutral,wärmten,1
neutral,kupferschillinge,3
neutral,legten,4
neutral,schilling,1
neutral,gefrorene,2
neutral,entstand,4
neutral,schönes,4
neutral,guckloch,1
neutral,rund,6
neutral,dahinter,4
neutral,blitzte,6
neutral,mildes,1
neutral,hieß,7
neutral,sprunge,1
neutral,mußten,11
neutral,treppen,4
neutral,stob,2
neutral,bienen,2
neutral,fragte,60
neutral,wußte,43
neutral,dichtesten,1
neutral,mitternacht,2
neutral,fenstern,7
neutral,hinein,63
neutral,frieren,5
neutral,sonderbar,4
neutral,laß,12
neutral,setze,6
neutral,schmilzt,1
neutral,glättete,2
neutral,erzählte,41
neutral,entkleidet,1
neutral,stuhl,4
neutral,guckte,1
neutral,loch,13
neutral,schneeflocken,11
neutral,fielen,20
neutral,allergrößte,2
neutral,blieb,37
neutral,blumenkastens,1
neutral,schneeflocke,2
neutral,wuchs,9
neutral,frauenzimmer,2
neutral,feinsten,2
neutral,flor,2
neutral,millionen,6
neutral,sternartiger,1
neutral,flocken,1
neutral,zusammengesetzt,2
neutral,lebendig,10
neutral,blitzten,1
neutral,klare,6
neutral,rast,2
neutral,nickte,18
neutral,winkte,3
neutral,erschrak,18
neutral,sprang,18
neutral,rand,4
neutral,vorbeiflöge,1
neutral,klarer,4
neutral,kam,106
neutral,schien,30
neutral,grün,5
neutral,keimte,1
neutral,hervor,25
neutral,schwalben,7
neutral,bauten,2
neutral,nester,1
neutral,geöffnet,3
neutral,saßen,18
neutral,dachrinne,2
neutral,stockwerken,1
neutral,hielten,18
neutral,gottes,8
neutral,hellen,1
neutral,küßten,3
neutral,blickten,4
neutral,sonnenschein,13
neutral,sprachen,10
neutral,jesuskind,1
neutral,uhr,4
neutral,schlug,46
neutral,fünf,10
neutral,kirchturm,2
neutral,au,4
neutral,stach,3
neutral,flog,37
neutral,glaube,8
neutral,glassplittern,1
neutral,gesprungen,3
neutral,zauberspiegel,1
neutral,entsinnen,2
neutral,häßlichen,13
neutral,glase,4
neutral,abspiegelte,1
neutral,häßlich,8
neutral,schlechte,1
neutral,trat,29
neutral,ordentlich,6
neutral,fehler,3
neutral,sache,3
neutral,tat,16
neutral,weh,3
neutral,splitterchen,1
neutral,pfui,5
neutral,rief,61
neutral,wurmstich,1
neutral,fuß,5
neutral,riß,7
neutral,machst,2
neutral,schreck,2
neutral,gewahr,2
neutral,lieblichen,1
neutral,bilderbuch,3
neutral,wickelkinder,1
neutral,passe,2
neutral,setzte,42
neutral,brille,6
neutral,sprach,26
neutral,treffend,1
neutral,lachten,6
neutral,gang,8
neutral,nachahmen,2
neutral,eigentümlich,1
neutral,unschön,1
neutral,nachzumachen,1
neutral,sagten,42
neutral,ausgezeichneter,1
neutral,spiele,1
neutral,früher,10
neutral,verständig,1
neutral,wintertag,1
neutral,schneite,1
neutral,brennglas,2
neutral,ließ,64
neutral,blauen,9
neutral,rockzipfel,1
neutral,sieh,14
neutral,interessanter,3
neutral,besten,5
neutral,angestrichen,1
neutral,saß,61
neutral,jemand,18
neutral,rauhen,2
neutral,pelz,2
neutral,gehüllt,1
neutral,mütze,8
neutral,band,17
neutral,rascher,3
neutral,drehte,8
neutral,kannten,2
neutral,jedesmal,4
neutral,ablösen,1
neutral,fahrende,1
neutral,fuhren,10
neutral,stadttor,5
neutral,begann,25
neutral,hernieder,1
neutral,erblicken,8
neutral,schnur,3
neutral,loszukommen,1
neutral,fuhrwerk,1
neutral,hing,14
neutral,windeseile,1
neutral,vorwärts,6
neutral,hörte,51
neutral,dannen,6
neutral,mitunter,1
neutral,sprung,3
neutral,führe,2
neutral,gräben,2
neutral,hecken,2
neutral,erschrocken,7
neutral,vaterunser,3
neutral,beten,3
neutral,einmaleins,1
neutral,weiße,23
neutral,hühner,4
neutral,versinke,1
neutral,schneetreiben,1
neutral,küßte,29
neutral,stirn,11
neutral,kälter,1
neutral,hälfte,8
neutral,augenblick,16
neutral,spürte,7
neutral,ringsumher,5
neutral,vergiß,2
neutral,dachte,65
neutral,eins,11
neutral,hühnchen,1
neutral,festgebunden,3
neutral,hinterher,5
neutral,nochmals,2
neutral,bekommst,3
neutral,kopfrechnen,1
neutral,brüchen,2
neutral,landes,6
neutral,quadratmeilen,1
neutral,einwohnerzahl,1
neutral,lächelte,16
neutral,blickte,8
neutral,luftraum,1
neutral,wolke,8
neutral,sauste,3
neutral,brauste,1
neutral,sänge,1
neutral,seen,3
neutral,länder,5
neutral,wölfe,2
neutral,heulten,2
neutral,knisterte,1
neutral,schreienden,1
neutral,krähen,4
neutral,dahin,20
neutral,betrachtete,17
neutral,winternacht,1
neutral,schlief,17
neutral,blumengarten,2
neutral,zaubern,2
neutral,erging,5
neutral,zurückkehrte,4
neutral,mächtig,2
neutral,binden,4
neutral,hinausgefahren,1
neutral,tränen,15
neutral,flossen,4
neutral,weinte,16
neutral,fluß,19
neutral,ertrunken,1
neutral,schule,3
neutral,vorbeifloß,1
neutral,finstere,1
neutral,wintertage,1
neutral,wärmerem,1
neutral,antwortete,6
neutral,morgens,8
neutral,hinuntergehen,2
neutral,zog,34
neutral,alleine,1
neutral,spielkameraden,1
neutral,hast,21
neutral,warf,23
neutral,ufer,13
neutral,wellen,6
neutral,trugen,8
neutral,glaubte,34
neutral,hinausgeworfen,1
neutral,kroch,10
neutral,schilf,6
neutral,lag,62
neutral,äußerste,1
neutral,bewegung,5
neutral,verursachte,2
neutral,glitt,11
neutral,bemerkte,7
neutral,beeilte,2
neutral,herauszukommen,1
neutral,zurückkam,2
neutral,elle,1
neutral,lande,8
neutral,trieb,10
neutral,schneller,8
neutral,längs,2
neutral,sangen,10
neutral,gleichsam,1
neutral,strom,4
neutral,strümpfen,1
neutral,trieben,4
neutral,stärkere,3
neutral,vielleicht,11
neutral,heiterer,1
neutral,erhob,15
neutral,stunden,5
neutral,gelangte,9
neutral,kirschgarten,1
neutral,sonderbaren,4
neutral,übrigens,2
neutral,strohdach,2
neutral,hölzerne,1
neutral,vorbeisegelnden,1
neutral,gewehr,2
neutral,schulterten,1
neutral,antworteten,3
neutral,krückstock,4
neutral,stützte,4
neutral,sonnenhut,2
neutral,bemalt,1
neutral,reißenden,1
neutral,hinausgetrieben,1
neutral,erfaßte,3
neutral,hob,20
neutral,froh,3
neutral,trockene,2
neutral,obgleich,9
neutral,fürchtete,4
neutral,schüttelte,17
neutral,hm,4
neutral,gesagt,8
neutral,gefragt,1
neutral,vorbeigekommen,1
neutral,lagen,18
neutral,blau,7
neutral,gelb,4
neutral,farben,7
neutral,herein,15
neutral,kirschen,1
neutral,aß,4
neutral,erlaubt,2
neutral,kämmte,2
neutral,kamm,1
neutral,ringelte,1
neutral,glänzte,8
neutral,herrlich,6
neutral,golden,4
neutral,rings,17
neutral,freundliche,2
neutral,antlitz,9
neutral,aussah,4
neutral,vergaß,7
neutral,spielgefährten,1
neutral,rosensträucher,1
neutral,schön,11
neutral,blühten,5
neutral,sanken,1
neutral,gestanden,3
neutral,erblickte,17
neutral,erinnern,2
neutral,davonlaufen,2
neutral,führte,16
neutral,verflossen,1
neutral,kannte,12
neutral,blume,12
neutral,wieviel,3
neutral,fehle,1
neutral,betrachtet,4
neutral,steckte,14
neutral,gemalten,1
neutral,schönste,8
neutral,wegzunehmen,1
neutral,senkte,2
neutral,gedanken,11
neutral,beisammen,6
neutral,beete,1
neutral,suchte,24
neutral,ach,18
neutral,rosenstrauch,2
neutral,verschwunden,5
neutral,bewässerten,1
neutral,schoß,4
neutral,strauch,1
neutral,empor,27
neutral,blühend,2
neutral,gerde,2
neutral,umarmte,2
neutral,gedachte,5
neutral,herrlichen,11
neutral,träumte,7
neutral,eigenes,10
neutral,geschichtchen,1
neutral,feuerlilie,2
neutral,bum,1
neutral,mantel,6
neutral,hindu-weib,2
neutral,flammen,6
neutral,lodern,1
neutral,lebenden,2
neutral,kreise,2
neutral,heißer,1
neutral,brennen,4
neutral,augenfeuer,1
neutral,stärker,7
neutral,körper,15
neutral,verbrennen,3
neutral,verstehe,2
neutral,durchaus,10
neutral,winde,10
neutral,schmalen,2
neutral,feldweg,1
neutral,ritterburg,1
neutral,dichte,2
neutral,immergrün,1
neutral,mauern,4
neutral,blatt,21
neutral,altan,1
neutral,beugt,1
neutral,geländer,2
neutral,frischer,1
neutral,zweigen,8
neutral,apfelblüte,1
neutral,baume,3
neutral,schwebt,1
neutral,leichter,2
neutral,prächtige,9
neutral,seidengewand,1
neutral,'kommt,1
neutral,meinst,1
neutral,spreche,1
neutral,erwiderte,10
neutral,schaukeln,2
neutral,schaukel,4
neutral,geschlungen,1
neutral,tonpfeife,1
neutral,blasen,6
neutral,steigen,5
neutral,wechselnden,2
neutral,pfeifenstiel,1
neutral,biegt,1
neutral,leicht,15
neutral,hinterfüßen,2
neutral,bellt,1
neutral,geneckt,1
neutral,bersten,1
neutral,elfen,3
neutral,menschenkinder,1
neutral,duft,4
neutral,särge,1
neutral,glitten,1
neutral,waldes,3
neutral,dickicht,2
neutral,johanniswürmchen,3
neutral,leuchtend,3
neutral,schwebende,2
neutral,blumenduft,1
neutral,leichen,1
neutral,abendglocke,1
neutral,läutet,1
neutral,grabgesang,1
neutral,nein,17
neutral,kling,1
neutral,klang,8
neutral,läuten,3
neutral,hyazinthen-glocken,1
neutral,butterblume,2
neutral,hervorschien,1
neutral,helle,2
neutral,sage,5
neutral,weißt,3
neutral,gespielen,1
neutral,handelte,2
neutral,gelbe,2
neutral,sonnenstrahlen,5
neutral,großmuter,1
neutral,herzensgold,1
neutral,gesegneten,1
neutral,kuß,2
neutral,munde,3
neutral,grunde,5
neutral,morgenstunde,4
neutral,seufzte,21
neutral,gewiß,11
neutral,grämt,1
neutral,komme,9
neutral,bringe,1
neutral,bescheid,4
neutral,pfingstlilie,2
neutral,bein,9
neutral,hinsprang,1
neutral,erkerzimmer,1
neutral,augentäuschung,1
neutral,haken,1
neutral,teetopf,1
neutral,gewaschen,1
neutral,getrocknet,1
neutral,safrangelbe,1
neutral,hals,13
neutral,weißer,4
neutral,ausgestreckt,1
neutral,stiele,2
neutral,prangt,1
neutral,kümmere,1
neutral,brauchst,7
neutral,drückte,5
neutral,verrostete,1
neutral,klinke,1
neutral,abging,1
neutral,barfüßig,1
neutral,verfolgte,1
neutral,umsah,2
neutral,spätherbst,1
neutral,ruhen,3
neutral,rauh,1
neutral,weidenblätter,1
neutral,trau,1
neutral,tröpfelte,2
neutral,schlehdorn,1
neutral,trug,21
neutral,früchte,5
neutral,herbe,1
